,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
788,0.67,0.851,6.0,-8.353,0.0,0.0421,0.107,0.00147,0.057,0.471,103.015,235653.0,4.0,2
789,0.645,0.667,5.0,-5.72,0.0,0.151,0.557,4.41e-06,0.097,0.751,164.01,257259.0,4.0,2
790,0.881,0.661,11.0,-7.681,0.0,0.0343,0.098,0.0187,0.101,0.965,124.023,181306.0,4.0,2
791,0.471,0.352,2.0,-9.699,1.0,0.0391,0.633,2.75e-05,0.115,0.102,118.333,282329.0,3.0,1
792,0.527,0.524,0.0,-5.586,1.0,0.0435,0.348,0.0,0.041,0.407,92.936,240453.0,4.0,4
793,0.57,0.46,4.0,-9.841,0.0,0.28,0.0651,1.91e-05,0.131,0.659,203.579,211065.0,4.0,3
794,0.938,0.541,1.0,-11.191,1.0,0.0674,0.107,0.00329,0.0565,0.479,118.021,391508.0,4.0,4
795,0.579,0.893,9.0,-5.707,0.0,0.0541,0.00122,0.00112,0.981,0.184,86.504,209529.0,4.0,2
796,0.575,0.319,3.0,-11.404,1.0,0.0258,0.23,0.0239,0.0903,0.274,83.007,242462.0,4.0,0
797,0.729,0.573,9.0,-5.032,0.0,0.0813,0.611,0.00161,0.107,0.344,106.556,207280.0,5.0,2
798,0.802,0.651,2.0,-9.438,0.0,0.0578,0.0374,0.66,0.1,0.332,126.004,418000.0,4.0,2
799,0.454,0.911,1.0,-4.202,0.0,0.232,0.519,0.0,0.146,0.66,91.946,280829.0,4.0,3
800,0.881,0.661,11.0,-7.681,0.0,0.0343,0.098,0.0187,0.101,0.965,124.023,181306.0,4.0,2
801,0.471,0.352,2.0,-9.699,1.0,0.0391,0.633,2.75e-05,0.115,0.102,118.333,282329.0,3.0,1
802,0.527,0.524,0.0,-5.586,1.0,0.0435,0.348,0.0,0.041,0.407,92.936,240453.0,4.0,4
803,0.57,0.46,4.0,-9.841,0.0,0.28,0.0651,1.91e-05,0.131,0.659,203.579,211065.0,4.0,3
804,0.938,0.541,1.0,-11.191,1.0,0.0674,0.107,0.00329,0.0565,0.479,118.021,391508.0,4.0,4
805,0.579,0.893,9.0,-5.707,0.0,0.0541,0.00122,0.00112,0.981,0.184,86.504,209529.0,4.0,2
806,0.575,0.319,3.0,-11.404,1.0,0.0258,0.23,0.0239,0.0903,0.274,83.007,242462.0,4.0,0
807,0.729,0.573,9.0,-5.032,0.0,0.0813,0.611,0.00161,0.107,0.344,106.556,207280.0,5.0,2
808,0.802,0.651,2.0,-9.438,0.0,0.0578,0.0374,0.66,0.1,0.332,126.004,418000.0,4.0,2
809,0.454,0.911,1.0,-4.202,0.0,0.232,0.519,0.0,0.146,0.66,91.946,280829.0,4.0,3
810,0.662,0.949,6.0,-4.758,1.0,0.108,0.128,0.0,0.135,0.516,91.954,229360.0,4.0,4
811,0.633,0.921,11.0,-7.719,0.0,0.0495,0.0261,0.00102,0.309,0.925,119.865,244147.0,4.0,2
812,0.7,0.865,9.0,-5.827,0.0,0.133,0.0136,7.71e-05,0.0718,0.78,128.043,331760.0,4.0,2
813,0.878,0.724,10.0,-5.373,0.0,0.129,0.168,0.0116,0.133,0.904,121.906,295400.0,4.0,2
814,0.639,0.69,7.0,-10.047,1.0,0.264,0.0265,0.000551,0.146,0.579,119.63,199600.0,4.0,3
815,0.707,0.797,7.0,-7.143,1.0,0.0435,0.2,0.0,0.302,0.633,105.395,237867.0,4.0,4
816,0.799,0.69,11.0,-4.998,0.0,0.0749,0.0119,2.87e-05,0.133,0.896,129.297,224493.0,4.0,2
817,0.815,0.875,7.0,-7.822,0.0,0.0598,0.174,0.048,0.136,0.733,105.805,263920.0,4.0,2
818,0.65,0.741,10.0,-8.368,0.0,0.118,0.155,0.404,0.175,0.751,110.179,386973.0,4.0,2
819,0.618,0.893,6.0,-6.475,1.0,0.109,0.171,3.17e-05,0.285,0.515,91.972,340907.0,4.0,4
820,0.644,0.735,8.0,-5.747,1.0,0.0391,0.0521,0.144,0.161,0.418,88.98,153947.0,4.0,4
821,0.559,0.551,5.0,-7.231,1.0,0.132,0.141,0.0,0.11,0.392,143.008,201800.0,4.0,4
822,0.698,0.546,0.0,-7.234,0.0,0.0559,0.425,0.00314,0.16,0.335,145.044,181080.0,4.0,2
823,0.358,0.284,7.0,-8.285,1.0,0.0285,0.805,0.0,0.183,0.276,99.796,180853.0,3.0,1
824,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,4.0,4
825,0.629,0.744,5.0,-6.124,0.0,0.0409,0.0769,0.247,0.194,0.451,89.021,175837.0,4.0,2
826,0.848,0.512,3.0,-7.72,0.0,0.102,0.228,0.00232,0.0879,0.572,120.009,181840.0,4.0,2
827,0.461,0.651,1.0,-8.81,0.0,0.0568,0.418,1.26e-05,0.782,0.383,121.07,278480.0,4.0,2
828,0.698,0.633,8.0,-4.946,1.0,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187.0,4.0,4
829,0.434,0.586,9.0,-7.612,1.0,0.138,0.753,0.0144,0.146,0.239,78.259,239613.0,4.0,0
830,0.799,0.301,7.0,-11.361,1.0,0.185,0.195,0.0,0.0816,0.511,100.026,186587.0,4.0,3
831,0.662,0.56,0.0,-8.637,1.0,0.327,0.0275,2.84e-06,0.25,0.684,143.838,150799.0,4.0,3
832,0.844,0.322,7.0,-11.815,1.0,0.192,0.203,1.98e-06,0.0848,0.531,100.017,186200.0,4.0,3
833,0.834,0.538,4.0,-5.54,0.0,0.246,0.191,0.0,0.113,0.536,97.025,178907.0,4.0,3
834,0.856,0.485,5.0,-5.519,0.0,0.0597,0.0481,0.0,0.108,0.0929,136.005,174720.0,4.0,2
835,0.917,0.683,11.0,-3.965,0.0,0.335,0.0617,1.73e-06,0.079,0.677,142.114,143296.0,4.0,3
836,0.858,0.458,6.0,-8.492,0.0,0.121,0.451,4.32e-06,0.108,0.242,133.965,100347.0,4.0,2
837,0.54,0.614,6.0,-5.499,1.0,0.163,0.18,0.000391,0.108,0.187,119.215,184504.0,4.0,4
838,0.526,0.347,7.0,-10.333,1.0,0.13,0.694,0.000251,0.112,0.344,115.219,133671.0,4.0,0
839,0.384,0.667,0.0,-8.126,0.0,0.516,0.0621,0.0,0.33,0.72,187.767,163747.0,4.0,3
840,0.7,0.657,9.0,-7.121,0.0,0.0603,0.0816,3.63e-06,0.115,0.479,91.554,209682.0,4.0,2
841,0.734,0.511,0.0,-4.905,0.0,0.0592,0.148,0.0,0.29,0.727,124.995,206947.0,4.0,2
842,0.669,0.669,0.0,-4.185,1.0,0.085,0.274,0.0,0.289,0.546,95.023,203067.0,4.0,4
843,0.693,0.744,5.0,-3.94,0.0,0.0496,0.227,0.0,0.244,0.64,91.722,167187.0,4.0,2
844,0.69,0.494,6.0,-7.41,0.0,0.0378,0.572,0.00068,0.129,0.283,79.955,134627.0,4.0,2
845,0.655,0.351,7.0,-7.628,0.0,0.153,0.73,0.000176,0.291,0.316,141.689,185992.0,4.0,0
846,0.657,0.7,10.0,-4.911,0.0,0.382,0.34,0.000106,0.0992,0.61,82.113,266288.0,4.0,3
847,0.494,0.492,1.0,-6.46,1.0,0.311,0.407,0.0,0.133,0.887,82.991,245200.0,4.0,3
848,0.823,0.441,8.0,-7.645,1.0,0.156,0.636,7.68e-05,0.114,0.752,135.947,199533.0,4.0,4
849,0.778,0.612,8.0,-4.234,0.0,0.0332,0.333,0.000213,0.12,0.187,109.985,148413.0,4.0,2
850,0.624,0.966,6.0,-3.155,0.0,0.041,0.0729,4.84e-06,0.181,0.758,124.984,182463.0,4.0,2
851,0.683,0.77,11.0,-6.641,0.0,0.0512,0.0988,0.896,0.379,0.527,126.006,186727.0,4.0,2
852,0.72,0.96,0.0,-3.23,1.0,0.0349,0.0414,0.14,0.11,0.666,124.988,211200.0,4.0,4
853,0.663,0.836,2.0,-6.752,1.0,0.0449,0.0121,0.9,0.088,0.562,125.011,190080.0,4.0,4
854,0.684,0.862,6.0,-4.855,0.0,0.0952,0.0627,0.000177,0.126,0.275,120.02,228396.0,4.0,2
855,0.714,0.832,9.0,-4.994,0.0,0.139,0.346,0.0,0.326,0.666,100.046,256240.0,4.0,2
856,0.667,0.817,10.0,-7.599,0.0,0.0573,0.0186,0.823,0.104,0.35,125.996,215119.0,4.0,2
857,0.603,0.91,11.0,-6.813,0.0,0.0776,0.0266,0.812,0.232,0.367,125.952,175119.0,4.0,2
858,0.644,0.887,11.0,-6.043,0.0,0.0348,0.000342,0.826,0.0956,0.277,129.99,275077.0,4.0,2
859,0.714,0.718,0.0,-5.386,1.0,0.105,0.0319,0.0126,0.191,0.399,128.008,378999.0,4.0,4
860,0.794,0.766,9.0,-3.894,0.0,0.0377,0.0135,0.0,0.0785,0.55,127.006,195873.0,4.0,2
861,0.735,0.812,2.0,-4.417,1.0,0.151,0.528,0.0,0.186,0.584,109.829,162876.0,4.0,4
862,0.516,0.546,5.0,-9.105,1.0,0.249,0.814,4.5e-06,0.0995,0.515,78.267,271733.0,4.0,3
863,0.52,0.538,1.0,-8.109,1.0,0.206,0.367,0.00187,0.119,0.177,141.894,345133.0,4.0,3
864,0.465,0.225,4.0,-12.637,0.0,0.0455,0.948,0.00155,0.18,0.207,57.75,256427.0,4.0,0
865,0.843,0.435,8.0,-8.442,1.0,0.178,0.47,0.0,0.147,0.19,120.058,208080.0,4.0,3
866,0.742,0.553,8.0,-8.98,1.0,0.419,0.389,0.0,0.0694,0.508,84.931,209440.0,4.0,3
867,0.272,0.238,2.0,-12.148,0.0,0.0349,0.89,0.00925,0.275,0.119,83.507,161840.0,4.0,0
868,0.794,0.32,1.0,-12.92,0.0,0.173,0.853,0.134,0.112,0.241,174.088,342040.0,4.0,0
869,0.836,0.67,5.0,-6.907,0.0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350.0,4.0,3
870,0.716,0.531,7.0,-7.355,1.0,0.122,0.0703,0.0,0.224,0.344,71.994,386907.0,4.0,4
871,0.711,0.611,1.0,-5.453,1.0,0.33,0.00588,0.0,0.23,0.144,134.093,252262.0,4.0,3
872,0.908,0.621,1.0,-6.638,0.0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000.0,4.0,2
873,0.698,0.633,8.0,-4.946,1.0,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187.0,4.0,4
874,0.665,0.535,4.0,-7.056,0.0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,275253.0,4.0,2
875,0.8,0.585,10.0,-7.343,1.0,0.0924,0.264,0.0,0.153,0.779,126.058,213400.0,4.0,4
876,0.732,0.678,2.0,-4.977,1.0,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,211421.0,4.0,4
877,0.796,0.766,7.0,-5.974,1.0,0.238,0.0742,0.0,0.0827,0.558,110.034,219333.0,4.0,3
878,0.638,0.523,1.0,-6.664,1.0,0.357,0.00454,0.0,0.0842,0.422,139.913,185947.0,4.0,3
879,0.79,0.67,1.0,-5.527,1.0,0.105,0.377,2.32e-06,0.119,0.408,139.956,195950.0,4.0,4
880,0.636,0.634,7.0,-10.01,1.0,0.0342,0.0364,0.147,0.0998,0.599,111.563,252812.0,4.0,4
881,0.635,0.184,8.0,-10.785,1.0,0.0456,0.665,0.0,0.146,0.177,128.424,240200.0,4.0,0
882,0.708,0.211,9.0,-9.603,0.0,0.0424,0.853,0.0,0.131,0.362,72.5,152280.0,4.0,0
883,0.581,0.687,6.0,-5.4,1.0,0.105,0.229,0.0,0.109,0.187,76.014,240600.0,4.0,4
884,0.424,0.465,6.0,-6.595,1.0,0.0297,0.461,5.52e-05,0.154,0.462,112.418,206387.0,3.0,1
885,0.593,0.576,2.0,-10.331,1.0,0.032,0.526,0.718,0.0827,0.559,109.935,310554.0,4.0,0
886,0.732,0.734,7.0,-10.574,1.0,0.0541,0.0777,0.172,0.327,0.687,104.764,274391.0,4.0,4
887,0.783,0.629,5.0,-6.152,0.0,0.0607,0.231,0.000536,0.0881,0.7,111.978,207307.0,4.0,2
888,0.675,0.28,3.0,-11.854,1.0,0.0632,0.594,0.00916,0.109,0.218,129.942,190433.0,4.0,0
889,0.395,0.746,7.0,-4.938,1.0,0.0447,0.219,0.0,0.123,0.671,188.276,140133.0,4.0,4
890,0.662,0.949,6.0,-4.758,1.0,0.108,0.128,0.0,0.135,0.516,91.954,229360.0,4.0,4
891,0.633,0.921,11.0,-7.719,0.0,0.0495,0.0261,0.00102,0.309,0.925,119.865,244147.0,4.0,2
892,0.7,0.865,9.0,-5.827,0.0,0.133,0.0136,7.71e-05,0.0718,0.78,128.043,331760.0,4.0,2
893,0.878,0.724,10.0,-5.373,0.0,0.129,0.168,0.0116,0.133,0.904,121.906,295400.0,4.0,2
894,0.639,0.69,7.0,-10.047,1.0,0.264,0.0265,0.000551,0.146,0.579,119.63,199600.0,4.0,3
895,0.707,0.797,7.0,-7.143,1.0,0.0435,0.2,0.0,0.302,0.633,105.395,237867.0,4.0,4
896,0.799,0.69,11.0,-4.998,0.0,0.0749,0.0119,2.87e-05,0.133,0.896,129.297,224493.0,4.0,2
897,0.815,0.875,7.0,-7.822,0.0,0.0598,0.174,0.048,0.136,0.733,105.805,263920.0,4.0,2
898,0.65,0.741,10.0,-8.368,0.0,0.118,0.155,0.404,0.175,0.751,110.179,386973.0,4.0,2
899,0.618,0.893,6.0,-6.475,1.0,0.109,0.171,3.17e-05,0.285,0.515,91.972,340907.0,4.0,4
900,0.729,0.442,11.0,-8.106,0.0,0.285,0.151,0.0,0.189,0.757,81.029,259307.0,4.0,3
901,0.758,0.957,7.0,-2.281,1.0,0.0357,0.039,0.0,0.133,0.966,111.121,267933.0,4.0,4
902,0.885,0.414,0.0,-10.539,1.0,0.168,0.341,0.000289,0.0891,0.683,92.727,357200.0,4.0,4
903,0.67,0.956,1.0,-4.381,1.0,0.16,0.177,3.65e-05,0.726,0.337,173.966,221067.0,4.0,4
904,0.78,0.422,11.0,-9.745,0.0,0.32,0.00678,0.0,0.499,0.587,91.482,281867.0,4.0,3
905,0.817,0.769,10.0,-3.119,0.0,0.151,0.0136,0.0437,0.456,0.758,93.969,216027.0,4.0,2
906,0.782,0.639,1.0,-8.154,1.0,0.365,0.029,0.0,0.197,0.487,95.116,250200.0,4.0,3
907,0.708,0.73,7.0,-5.755,1.0,0.321,0.068,0.000189,0.0891,0.829,198.014,215840.0,4.0,3
908,0.933,0.642,0.0,-4.012,1.0,0.167,0.0598,7.44e-06,0.096,0.701,97.123,315787.0,4.0,4
909,0.638,0.467,3.0,-7.787,0.0,0.0522,0.536,0.0,0.298,0.657,94.089,264867.0,4.0,2
910,0.762,0.403,11.0,-10.423,0.0,0.158,0.0396,0.0113,0.256,0.346,80.476,226133.0,4.0,2
911,0.753,0.472,3.0,-9.761,0.0,0.121,0.48,0.0133,0.284,0.816,135.277,238733.0,4.0,2
912,0.643,0.413,8.0,-11.929,0.0,0.0565,0.129,0.00105,0.0949,0.339,130.026,386627.0,4.0,2
913,0.874,0.45,7.0,-10.525,1.0,0.0685,0.0798,9.11e-05,0.0722,0.619,94.861,265373.0,4.0,4
914,0.643,0.535,0.0,-6.795,0.0,0.0941,0.648,0.00213,0.0766,0.564,82.193,289720.0,4.0,2
915,0.909,0.445,10.0,-8.893,0.0,0.0459,0.816,0.000103,0.083,0.767,135.009,117976.0,4.0,2
916,0.41,0.288,1.0,-13.295,1.0,0.0565,0.298,0.0264,0.0449,0.198,63.06,604973.0,3.0,1
917,0.724,0.416,5.0,-8.964,0.0,0.0841,0.365,0.0,0.0969,0.578,151.181,348893.0,4.0,2
918,0.657,0.253,11.0,-10.665,1.0,0.0855,0.433,0.514,0.116,0.186,83.213,393733.0,4.0,0
919,0.78,0.343,1.0,-12.13,1.0,0.071,0.413,0.000154,0.307,0.724,83.417,214133.0,4.0,0
920,0.741,0.61,6.0,-7.34,0.0,0.0511,0.316,0.0,0.534,0.72,125.99,276960.0,4.0,2
921,0.347,0.493,8.0,-11.548,0.0,0.29,0.455,0.00366,0.127,0.308,82.887,382760.0,4.0,3
922,0.746,0.647,7.0,-6.673,1.0,0.106,0.0267,0.0,0.052,0.393,97.989,188964.0,4.0,4
923,0.649,0.791,2.0,-6.013,1.0,0.193,0.104,1.97e-06,0.108,0.811,128.023,236160.0,4.0,4
924,0.539,0.414,1.0,-9.156,0.0,0.0601,0.253,1.3e-06,0.143,0.123,94.895,254493.0,4.0,0
925,0.708,0.555,11.0,-7.275,0.0,0.0734,0.182,0.00565,0.111,0.316,140.017,214893.0,4.0,2
926,0.617,0.525,8.0,-10.426,0.0,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867.0,4.0,2
927,0.572,0.519,2.0,-7.092,0.0,0.212,0.536,0.0,0.102,0.35,128.331,181860.0,4.0,3
928,0.586,0.404,9.0,-11.94,0.0,0.0494,0.506,0.165,0.0821,0.369,133.901,217027.0,4.0,0
929,0.628,0.566,6.0,-7.811,1.0,0.0575,0.269,3.67e-05,0.135,0.299,119.859,256080.0,4.0,4
930,0.636,0.634,7.0,-10.01,1.0,0.0342,0.0364,0.147,0.0998,0.599,111.563,252812.0,4.0,4
931,0.635,0.184,8.0,-10.785,1.0,0.0456,0.665,0.0,0.146,0.177,128.424,240200.0,4.0,0
932,0.708,0.211,9.0,-9.603,0.0,0.0424,0.853,0.0,0.131,0.362,72.5,152280.0,4.0,0
933,0.581,0.687,6.0,-5.4,1.0,0.105,0.229,0.0,0.109,0.187,76.014,240600.0,4.0,4
934,0.424,0.465,6.0,-6.595,1.0,0.0297,0.461,5.52e-05,0.154,0.462,112.418,206387.0,3.0,1
935,0.593,0.576,2.0,-10.331,1.0,0.032,0.526,0.718,0.0827,0.559,109.935,310554.0,4.0,0
936,0.732,0.734,7.0,-10.574,1.0,0.0541,0.0777,0.172,0.327,0.687,104.764,274391.0,4.0,4
937,0.783,0.629,5.0,-6.152,0.0,0.0607,0.231,0.000536,0.0881,0.7,111.978,207307.0,4.0,2
938,0.675,0.28,3.0,-11.854,1.0,0.0632,0.594,0.00916,0.109,0.218,129.942,190433.0,4.0,0
939,0.395,0.746,7.0,-4.938,1.0,0.0447,0.219,0.0,0.123,0.671,188.276,140133.0,4.0,4
940,0.716,0.531,7.0,-7.355,1.0,0.122,0.0703,0.0,0.224,0.344,71.994,386907.0,4.0,4
941,0.711,0.611,1.0,-5.453,1.0,0.33,0.00588,0.0,0.23,0.144,134.093,252262.0,4.0,3
942,0.908,0.621,1.0,-6.638,0.0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000.0,4.0,2
943,0.698,0.633,8.0,-4.946,1.0,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187.0,4.0,4
944,0.665,0.535,4.0,-7.056,0.0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,275253.0,4.0,2
945,0.8,0.585,10.0,-7.343,1.0,0.0924,0.264,0.0,0.153,0.779,126.058,213400.0,4.0,4
946,0.732,0.678,2.0,-4.977,1.0,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,211421.0,4.0,4
947,0.796,0.766,7.0,-5.974,1.0,0.238,0.0742,0.0,0.0827,0.558,110.034,219333.0,4.0,3
948,0.638,0.523,1.0,-6.664,1.0,0.357,0.00454,0.0,0.0842,0.422,139.913,185947.0,4.0,3
949,0.79,0.67,1.0,-5.527,1.0,0.105,0.377,2.32e-06,0.119,0.408,139.956,195950.0,4.0,4
950,0.69,0.795,3.0,-4.956,1.0,0.0312,0.255,0.0,0.202,0.872,96.99,166573.0,4.0,4
951,0.711,0.924,7.0,-3.398,1.0,0.0282,0.0156,0.0,0.114,0.912,108.033,248640.0,4.0,4
952,0.71,0.917,7.0,-3.385,1.0,0.0287,0.018,0.0,0.335,0.83,108.031,288360.0,4.0,4
953,0.757,0.957,8.0,-4.617,1.0,0.106,0.209,2.29e-05,0.0624,0.933,153.944,271907.0,4.0,4
954,0.744,0.862,8.0,-3.283,1.0,0.0316,0.0719,2.01e-06,0.192,0.81,91.006,216067.0,4.0,4
955,0.796,0.836,9.0,-6.632,0.0,0.0754,0.106,0.00167,0.0684,0.862,124.03,230166.0,4.0,2
956,0.753,0.745,9.0,-6.313,0.0,0.0371,0.00801,0.00102,0.478,0.728,132.025,227587.0,4.0,2
957,0.672,0.814,1.0,-3.151,1.0,0.0399,0.00266,2.31e-05,0.092,0.874,126.036,218893.0,4.0,4
958,0.802,0.92,7.0,-6.481,1.0,0.0391,0.234,0.0222,0.101,0.81,116.975,264640.0,4.0,4
959,0.586,0.776,1.0,-5.046,1.0,0.0321,0.0174,1.37e-05,0.116,0.324,132.007,253173.0,4.0,4
960,0.764,0.705,3.0,-5.279,0.0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520.0,4.0,2
961,0.773,0.47,2.0,-7.93,1.0,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680.0,4.0,4
962,0.374,0.83,11.0,-5.203,0.0,0.0584,0.00213,0.0,0.15,0.204,90.19,168398.0,4.0,2
963,0.606,0.532,3.0,-6.076,1.0,0.0416,0.44,0.0,0.132,0.405,81.332,143640.0,3.0,1
964,0.412,0.881,2.0,-3.502,1.0,0.087,0.00039,5.82e-05,0.923,0.359,165.012,159096.0,4.0,4
965,0.629,0.64,7.0,-7.638,0.0,0.0752,0.342,1.17e-05,0.0928,0.448,179.989,201495.0,4.0,2
966,0.694,0.475,2.0,-7.035,1.0,0.0345,0.159,3.9e-06,0.103,0.391,94.987,147829.0,4.0,4
967,0.597,0.495,8.0,-8.674,1.0,0.201,0.215,0.000163,0.104,0.171,76.991,253800.0,4.0,3
968,0.552,0.98,9.0,-4.676,0.0,0.254,0.00159,0.00552,0.438,0.668,162.961,195440.0,4.0,3
969,0.539,0.39,4.0,-8.341,0.0,0.0293,0.0143,0.000125,0.174,0.361,119.791,173920.0,3.0,1
970,0.659,0.812,4.0,-7.499,0.0,0.0487,0.23,0.0,0.0951,0.888,83.014,235133.0,4.0,2
971,0.596,0.688,9.0,-6.367,0.0,0.0345,0.196,0.0,0.121,0.817,172.837,204867.0,4.0,2
972,0.682,0.744,8.0,-6.981,1.0,0.0365,0.376,0.00951,0.06,0.827,132.493,257200.0,4.0,4
973,0.62,0.884,1.0,-4.127,1.0,0.0441,0.00595,1.1e-06,0.201,0.594,125.39,207307.0,4.0,4
974,0.672,0.881,9.0,-3.142,0.0,0.0447,0.0588,0.0,0.406,0.68,122.012,177213.0,4.0,2
975,0.405,0.589,6.0,-7.51,0.0,0.0586,0.252,0.0,0.661,0.808,83.373,287227.0,4.0,2
976,0.636,0.558,7.0,-7.076,1.0,0.0245,0.462,0.0,0.062,0.572,100.113,243987.0,4.0,4
977,0.674,0.471,9.0,-8.199,1.0,0.0719,0.0946,0.0,0.22,0.219,127.963,183345.0,4.0,4
978,0.757,0.813,10.0,-4.661,1.0,0.0438,0.0459,0.0,0.0741,0.668,121.034,177501.0,4.0,4
979,0.73,0.934,4.0,-3.995,1.0,0.078,0.168,2.56e-05,0.142,0.758,122.018,153310.0,4.0,4
980,0.65,0.555,6.0,-5.971,0.0,0.0719,0.502,0.0,0.104,0.352,103.081,207413.0,4.0,2
981,0.803,0.387,2.0,-5.839,0.0,0.0723,0.207,1.98e-06,0.217,0.5,136.038,186157.0,4.0,2
982,0.629,0.579,9.0,-6.543,0.0,0.107,0.811,0.00366,0.0813,0.363,135.86,204706.0,4.0,2
983,0.694,0.67,2.0,-5.624,0.0,0.105,0.471,0.0,0.183,0.443,125.509,170348.0,4.0,2
984,0.615,0.804,6.0,-5.531,1.0,0.188,0.00297,0.0,0.334,0.762,98.999,227436.0,4.0,4
985,0.505,0.548,1.0,-6.508,0.0,0.398,0.757,0.0,0.198,0.515,136.352,174118.0,5.0,3
986,0.703,0.537,1.0,-8.69,1.0,0.0311,0.0114,0.0013,0.274,0.148,101.959,192787.0,4.0,4
987,0.724,0.564,1.0,-4.627,0.0,0.0591,0.498,0.0,0.107,0.541,113.943,183019.0,4.0,2
988,0.384,0.632,7.0,-6.736,0.0,0.403,0.447,0.00047,0.094,0.373,80.046,193173.0,4.0,3
989,0.529,0.555,3.0,-6.259,0.0,0.0401,0.0749,0.000223,0.0726,0.582,179.821,220133.0,4.0,2
990,0.704,0.487,9.0,-6.407,0.0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,301893.0,4.0,2
991,0.747,0.494,3.0,-7.957,0.0,0.141,0.393,0.0,0.0982,0.624,76.006,228453.0,4.0,2
992,0.878,0.577,2.0,-5.925,1.0,0.0541,0.0656,0.0,0.0867,0.498,99.031,159242.0,4.0,4
993,0.567,0.593,6.0,-7.404,0.0,0.288,0.117,1.32e-06,0.248,0.358,88.545,194157.0,4.0,3
994,0.629,0.579,9.0,-6.543,0.0,0.107,0.811,0.00366,0.0813,0.363,135.86,204706.0,4.0,2
995,0.658,0.619,9.0,-7.316,0.0,0.0772,0.788,0.0667,0.0951,0.354,136.077,204706.0,4.0,2
996,0.818,0.461,6.0,-6.475,0.0,0.292,0.598,0.000135,0.108,0.532,88.006,188053.0,4.0,3
997,0.884,0.658,0.0,-5.94,1.0,0.134,0.19,0.00164,0.103,0.502,112.978,196495.0,4.0,4
998,0.589,0.431,9.0,-10.096,0.0,0.0475,0.554,0.0317,0.0878,0.159,134.688,167143.0,4.0,0
999,0.8,0.552,5.0,-7.103,0.0,0.0862,0.16,7.05e-05,0.049,0.834,85.005,186400.0,4.0,2
1000,0.704,0.487,9.0,-6.407,0.0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,301893.0,4.0,2
1001,0.747,0.494,3.0,-7.957,0.0,0.141,0.393,0.0,0.0982,0.624,76.006,228453.0,4.0,2
1002,0.878,0.577,2.0,-5.925,1.0,0.0541,0.0656,0.0,0.0867,0.498,99.031,159242.0,4.0,4
1003,0.567,0.593,6.0,-7.404,0.0,0.288,0.117,1.32e-06,0.248,0.358,88.545,194157.0,4.0,3
1004,0.629,0.579,9.0,-6.543,0.0,0.107,0.811,0.00366,0.0813,0.363,135.86,204706.0,4.0,2
1005,0.658,0.619,9.0,-7.316,0.0,0.0772,0.788,0.0667,0.0951,0.354,136.077,204706.0,4.0,2
1006,0.818,0.461,6.0,-6.475,0.0,0.292,0.598,0.000135,0.108,0.532,88.006,188053.0,4.0,3
1007,0.884,0.658,0.0,-5.94,1.0,0.134,0.19,0.00164,0.103,0.502,112.978,196495.0,4.0,4
1008,0.589,0.431,9.0,-10.096,0.0,0.0475,0.554,0.0317,0.0878,0.159,134.688,167143.0,4.0,0
1009,0.8,0.552,5.0,-7.103,0.0,0.0862,0.16,7.05e-05,0.049,0.834,85.005,186400.0,4.0,2
1010,0.704,0.487,9.0,-6.407,0.0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,301893.0,4.0,2
1011,0.747,0.494,3.0,-7.957,0.0,0.141,0.393,0.0,0.0982,0.624,76.006,228453.0,4.0,2
1012,0.878,0.577,2.0,-5.925,1.0,0.0541,0.0656,0.0,0.0867,0.498,99.031,159242.0,4.0,4
1013,0.567,0.593,6.0,-7.404,0.0,0.288,0.117,1.32e-06,0.248,0.358,88.545,194157.0,4.0,3
1014,0.629,0.579,9.0,-6.543,0.0,0.107,0.811,0.00366,0.0813,0.363,135.86,204706.0,4.0,2
1015,0.658,0.619,9.0,-7.316,0.0,0.0772,0.788,0.0667,0.0951,0.354,136.077,204706.0,4.0,2
1016,0.818,0.461,6.0,-6.475,0.0,0.292,0.598,0.000135,0.108,0.532,88.006,188053.0,4.0,3
1017,0.884,0.658,0.0,-5.94,1.0,0.134,0.19,0.00164,0.103,0.502,112.978,196495.0,4.0,4
1018,0.589,0.431,9.0,-10.096,0.0,0.0475,0.554,0.0317,0.0878,0.159,134.688,167143.0,4.0,0
